Sentence,Groups,PatternType
which girl did the person who dated hate my friend ?,RS,Wh-interrogatives
which girl did the person who dated look at him ?,RS,Wh-interrogatives
which girl did the person who dated look at john ?,RS,Wh-interrogatives
which girl did the person who dated look at my friend ?,RS,Wh-interrogatives
which girl did the person who worked with see him ?,RS,Wh-interrogatives
which girl did the person who worked with see john ?,RS,Wh-interrogatives
which girl did the person who worked with see my friend ?,RS,Wh-interrogatives
which girl did the person who worked with spot him ?,RS,Wh-interrogatives
which girl did the person who worked with spot john ?,RS,Wh-interrogatives
which girl did the person who worked with spot my friend ?,RS,Wh-interrogatives
which girl did the person who worked with meet him ?,RS,Wh-interrogatives
which girl did the person who worked with meet john ?,RS,Wh-interrogatives
which girl did the person who worked with meet my friend ?,RS,Wh-interrogatives
which girl did the person who worked with hate him ?,RS,Wh-interrogatives
which girl did the person who worked with hate john ?,RS,Wh-interrogatives
which girl did the person who worked with hate my friend ?,RS,Wh-interrogatives
which girl did the person who worked with look at him ?,RS,Wh-interrogatives
which girl did the person who worked with look at john ?,RS,Wh-interrogatives
which girl did the person who worked with look at my friend ?,RS,Wh-interrogatives
which girl did the person who assisted see him ?,RS,Wh-interrogatives
which girl did the person who assisted see john ?,RS,Wh-interrogatives
which girl did the person who assisted see my friend ?,RS,Wh-interrogatives
which girl did the person who assisted spot him ?,RS,Wh-interrogatives
which girl did the person who assisted spot john ?,RS,Wh-interrogatives
which girl did the person who assisted spot my friend ?,RS,Wh-interrogatives
which girl did the person who assisted meet him ?,RS,Wh-interrogatives
which girl did the person who assisted meet john ?,RS,Wh-interrogatives
which girl did the person who assisted meet my friend ?,RS,Wh-interrogatives
which girl did the person who assisted hate him ?,RS,Wh-interrogatives
which girl did the person who assisted hate john ?,RS,Wh-interrogatives
which girl did the person who assisted hate my friend ?,RS,Wh-interrogatives
which girl did the person who assisted look at him ?,RS,Wh-interrogatives
which girl did the person who assisted look at john ?,RS,Wh-interrogatives
which girl did the person who assisted look at my friend ?,RS,Wh-interrogatives
which girl did the person who liked see him ?,RS,Wh-interrogatives
which girl did the person who liked see john ?,RS,Wh-interrogatives
which girl did the person who liked see my friend ?,RS,Wh-interrogatives
which girl did the person who liked spot him ?,RS,Wh-interrogatives
which girl did the person who liked spot john ?,RS,Wh-interrogatives
which girl did the person who liked spot my friend ?,RS,Wh-interrogatives
which girl did the person who liked meet him ?,RS,Wh-interrogatives
which girl did the person who liked meet john ?,RS,Wh-interrogatives
which girl did the person who liked meet my friend ?,RS,Wh-interrogatives
which girl did the person who liked hate him ?,RS,Wh-interrogatives
which girl did the person who liked hate john ?,RS,Wh-interrogatives
which girl did the person who liked hate my friend ?,RS,Wh-interrogatives
which girl did the person who liked look at him ?,RS,Wh-interrogatives
which girl did the person who liked look at john ?,RS,Wh-interrogatives
which girl did the person who liked look at my friend ?,RS,Wh-interrogatives
did the person that dated her see him ?,RS,Y/N-interrogatives
did the person that dated her see john ?,RS,Y/N-interrogatives
did the person that dated her see my friend ?,RS,Y/N-interrogatives
did the person that dated her spot him ?,RS,Y/N-interrogatives
did the person that dated her spot john ?,RS,Y/N-interrogatives
did the person that dated her spot my friend ?,RS,Y/N-interrogatives
did the person that dated her meet him ?,RS,Y/N-interrogatives
did the person that dated her meet john ?,RS,Y/N-interrogatives
did the person that dated her meet my friend ?,RS,Y/N-interrogatives
did the person that dated her hate him ?,RS,Y/N-interrogatives
did the person that dated her hate john ?,RS,Y/N-interrogatives
did the person that dated her hate my friend ?,RS,Y/N-interrogatives
did the person that dated her look at him ?,RS,Y/N-interrogatives
did the person that dated her look at john ?,RS,Y/N-interrogatives
did the person that dated her look at my friend ?,RS,Y/N-interrogatives
did the person that dated mary see him ?,RS,Y/N-interrogatives
did the person that dated mary see john ?,RS,Y/N-interrogatives
did the person that dated mary see my friend ?,RS,Y/N-interrogatives
did the person that dated mary spot him ?,RS,Y/N-interrogatives
did the person that dated mary spot john ?,RS,Y/N-interrogatives
did the person that dated mary spot my friend ?,RS,Y/N-interrogatives
did the person that dated mary meet him ?,RS,Y/N-interrogatives
did the person that dated mary meet john ?,RS,Y/N-interrogatives
did the person that dated mary meet my friend ?,RS,Y/N-interrogatives
did the person that dated mary hate him ?,RS,Y/N-interrogatives
did the person that dated mary hate john ?,RS,Y/N-interrogatives
did the person that dated mary hate my friend ?,RS,Y/N-interrogatives
did the person that dated mary look at him ?,RS,Y/N-interrogatives
did the person that dated mary look at john ?,RS,Y/N-interrogatives
did the person that dated mary look at my friend ?,RS,Y/N-interrogatives
did the person that dated my sister see him ?,RS,Y/N-interrogatives
did the person that dated my sister see john ?,RS,Y/N-interrogatives
did the person that dated my sister see my friend ?,RS,Y/N-interrogatives
did the person that dated my sister spot him ?,RS,Y/N-interrogatives
did the person that dated my sister spot john ?,RS,Y/N-interrogatives
did the person that dated my sister spot my friend ?,RS,Y/N-interrogatives
did the person that dated my sister meet him ?,RS,Y/N-interrogatives
did the person that dated my sister meet john ?,RS,Y/N-interrogatives
did the person that dated my sister meet my friend ?,RS,Y/N-interrogatives
did the person that dated my sister hate him ?,RS,Y/N-interrogatives
did the person that dated my sister hate john ?,RS,Y/N-interrogatives
did the person that dated my sister hate my friend ?,RS,Y/N-interrogatives
did the person that dated my sister look at him ?,RS,Y/N-interrogatives
did the person that dated my sister look at john ?,RS,Y/N-interrogatives
did the person that dated my sister look at my friend ?,RS,Y/N-interrogatives
did the person that worked with her see him ?,RS,Y/N-interrogatives
did the person that worked with her see john ?,RS,Y/N-interrogatives
did the person that worked with her see my friend ?,RS,Y/N-interrogatives
did the person that worked with her spot him ?,RS,Y/N-interrogatives
did the person that worked with her spot john ?,RS,Y/N-interrogatives
did the person that worked with her spot my friend ?,RS,Y/N-interrogatives
did the person that worked with her meet him ?,RS,Y/N-interrogatives
did the person that worked with her meet john ?,RS,Y/N-interrogatives
did the person that worked with her meet my friend ?,RS,Y/N-interrogatives
did the person that worked with her hate him ?,RS,Y/N-interrogatives
did the person that worked with her hate john ?,RS,Y/N-interrogatives
did the person that worked with her hate my friend ?,RS,Y/N-interrogatives
did the person that worked with her look at him ?,RS,Y/N-interrogatives
did the person that worked with her look at john ?,RS,Y/N-interrogatives
did the person that worked with her look at my friend ?,RS,Y/N-interrogatives
did the person that worked with mary see him ?,RS,Y/N-interrogatives
did the person that worked with mary see john ?,RS,Y/N-interrogatives
did the person that worked with mary see my friend ?,RS,Y/N-interrogatives
did the person that worked with mary spot him ?,RS,Y/N-interrogatives
did the person that worked with mary spot john ?,RS,Y/N-interrogatives
did the person that worked with mary spot my friend ?,RS,Y/N-interrogatives
did the person that worked with mary meet him ?,RS,Y/N-interrogatives
did the person that worked with mary meet john ?,RS,Y/N-interrogatives
did the person that worked with mary meet my friend ?,RS,Y/N-interrogatives
did the person that worked with mary hate him ?,RS,Y/N-interrogatives
did the person that worked with mary hate john ?,RS,Y/N-interrogatives
did the person that worked with mary hate my friend ?,RS,Y/N-interrogatives
did the person that worked with mary look at him ?,RS,Y/N-interrogatives
did the person that worked with mary look at john ?,RS,Y/N-interrogatives
did the person that worked with mary look at my friend ?,RS,Y/N-interrogatives
did the person that worked with my sister see him ?,RS,Y/N-interrogatives
did the person that worked with my sister see john ?,RS,Y/N-interrogatives
did the person that worked with my sister see my friend ?,RS,Y/N-interrogatives
did the person that worked with my sister spot him ?,RS,Y/N-interrogatives
did the person that worked with my sister spot john ?,RS,Y/N-interrogatives
did the person that worked with my sister spot my friend ?,RS,Y/N-interrogatives
did the person that worked with my sister meet him ?,RS,Y/N-interrogatives
did the person that worked with my sister meet john ?,RS,Y/N-interrogatives
did the person that worked with my sister meet my friend ?,RS,Y/N-interrogatives
did the person that worked with my sister hate him ?,RS,Y/N-interrogatives
did the person that worked with my sister hate john ?,RS,Y/N-interrogatives
did the person that worked with my sister hate my friend ?,RS,Y/N-interrogatives
did the person that worked with my sister look at him ?,RS,Y/N-interrogatives
did the person that worked with my sister look at john ?,RS,Y/N-interrogatives
did the person that worked with my sister look at my friend ?,RS,Y/N-interrogatives
did the person that assisted her see him ?,RS,Y/N-interrogatives
did the person that assisted her see john ?,RS,Y/N-interrogatives
did the person that assisted her see my friend ?,RS,Y/N-interrogatives
did the person that assisted her spot him ?,RS,Y/N-interrogatives
did the person that assisted her spot john ?,RS,Y/N-interrogatives
did the person that assisted her spot my friend ?,RS,Y/N-interrogatives
did the person that assisted her meet him ?,RS,Y/N-interrogatives
did the person that assisted her meet john ?,RS,Y/N-interrogatives
did the person that assisted her meet my friend ?,RS,Y/N-interrogatives
did the person that assisted her hate him ?,RS,Y/N-interrogatives
did the person that assisted her hate john ?,RS,Y/N-interrogatives
did the person that assisted her hate my friend ?,RS,Y/N-interrogatives
did the person that assisted her look at him ?,RS,Y/N-interrogatives
did the person that assisted her look at john ?,RS,Y/N-interrogatives
did the person that assisted her look at my friend ?,RS,Y/N-interrogatives
did the person that assisted mary see him ?,RS,Y/N-interrogatives
did the person that assisted mary see john ?,RS,Y/N-interrogatives
did the person that assisted mary see my friend ?,RS,Y/N-interrogatives
did the person that assisted mary spot him ?,RS,Y/N-interrogatives
did the person that assisted mary spot john ?,RS,Y/N-interrogatives
did the person that assisted mary spot my friend ?,RS,Y/N-interrogatives
did the person that assisted mary meet him ?,RS,Y/N-interrogatives
did the person that assisted mary meet john ?,RS,Y/N-interrogatives
did the person that assisted mary meet my friend ?,RS,Y/N-interrogatives
did the person that assisted mary hate him ?,RS,Y/N-interrogatives
did the person that assisted mary hate john ?,RS,Y/N-interrogatives
did the person that assisted mary hate my friend ?,RS,Y/N-interrogatives
did the person that assisted mary look at him ?,RS,Y/N-interrogatives
did the person that assisted mary look at john ?,RS,Y/N-interrogatives
did the person that assisted mary look at my friend ?,RS,Y/N-interrogatives
did the person that assisted my sister see him ?,RS,Y/N-interrogatives
did the person that assisted my sister see john ?,RS,Y/N-interrogatives
did the person that assisted my sister see my friend ?,RS,Y/N-interrogatives
did the person that assisted my sister spot him ?,RS,Y/N-interrogatives
did the person that assisted my sister spot john ?,RS,Y/N-interrogatives
did the person that assisted my sister spot my friend ?,RS,Y/N-interrogatives
did the person that assisted my sister meet him ?,RS,Y/N-interrogatives
did the person that assisted my sister meet john ?,RS,Y/N-interrogatives
did the person that assisted my sister meet my friend ?,RS,Y/N-interrogatives
did the person that assisted my sister hate him ?,RS,Y/N-interrogatives
did the person that assisted my sister hate john ?,RS,Y/N-interrogatives
did the person that assisted my sister hate my friend ?,RS,Y/N-interrogatives
did the person that assisted my sister look at him ?,RS,Y/N-interrogatives
did the person that assisted my sister look at john ?,RS,Y/N-interrogatives
did the person that assisted my sister look at my friend ?,RS,Y/N-interrogatives
did the person that liked her see him ?,RS,Y/N-interrogatives
did the person that liked her see john ?,RS,Y/N-interrogatives
did the person that liked her see my friend ?,RS,Y/N-interrogatives
did the person that liked her spot him ?,RS,Y/N-interrogatives
did the person that liked her spot john ?,RS,Y/N-interrogatives
did the person that liked her spot my friend ?,RS,Y/N-interrogatives
did the person that liked her meet him ?,RS,Y/N-interrogatives
did the person that liked her meet john ?,RS,Y/N-interrogatives
did the person that liked her meet my friend ?,RS,Y/N-interrogatives
did the person that liked her hate him ?,RS,Y/N-interrogatives
did the person that liked her hate john ?,RS,Y/N-interrogatives
did the person that liked her hate my friend ?,RS,Y/N-interrogatives
did the person that liked her look at him ?,RS,Y/N-interrogatives
did the person that liked her look at john ?,RS,Y/N-interrogatives
did the person that liked her look at my friend ?,RS,Y/N-interrogatives
did the person that liked mary see him ?,RS,Y/N-interrogatives
did the person that liked mary see john ?,RS,Y/N-interrogatives
did the person that liked mary see my friend ?,RS,Y/N-interrogatives
did the person that liked mary spot him ?,RS,Y/N-interrogatives
did the person that liked mary spot john ?,RS,Y/N-interrogatives
did the person that liked mary spot my friend ?,RS,Y/N-interrogatives
did the person that liked mary meet him ?,RS,Y/N-interrogatives
did the person that liked mary meet john ?,RS,Y/N-interrogatives
did the person that liked mary meet my friend ?,RS,Y/N-interrogatives
did the person that liked mary hate him ?,RS,Y/N-interrogatives
did the person that liked mary hate john ?,RS,Y/N-interrogatives
did the person that liked mary hate my friend ?,RS,Y/N-interrogatives
did the person that liked mary look at him ?,RS,Y/N-interrogatives
did the person that liked mary look at john ?,RS,Y/N-interrogatives
did the person that liked mary look at my friend ?,RS,Y/N-interrogatives
did the person that liked my sister see him ?,RS,Y/N-interrogatives
did the person that liked my sister see john ?,RS,Y/N-interrogatives
did the person that liked my sister see my friend ?,RS,Y/N-interrogatives
did the person that liked my sister spot him ?,RS,Y/N-interrogatives
did the person that liked my sister spot john ?,RS,Y/N-interrogatives
did the person that liked my sister spot my friend ?,RS,Y/N-interrogatives
did the person that liked my sister meet him ?,RS,Y/N-interrogatives
did the person that liked my sister meet john ?,RS,Y/N-interrogatives
did the person that liked my sister meet my friend ?,RS,Y/N-interrogatives
did the person that liked my sister hate him ?,RS,Y/N-interrogatives
did the person that liked my sister hate john ?,RS,Y/N-interrogatives
did the person that liked my sister hate my friend ?,RS,Y/N-interrogatives
did the person that liked my sister look at him ?,RS,Y/N-interrogatives
did the person that liked my sister look at john ?,RS,Y/N-interrogatives
did the person that liked my sister look at my friend ?,RS,Y/N-interrogatives
did the person who dated her see him ?,RS,Y/N-interrogatives
did the person who dated her see john ?,RS,Y/N-interrogatives
did the person who dated her see my friend ?,RS,Y/N-interrogatives
did the person who dated her spot him ?,RS,Y/N-interrogatives
did the person who dated her spot john ?,RS,Y/N-interrogatives
did the person who dated her spot my friend ?,RS,Y/N-interrogatives
did the person who dated her meet him ?,RS,Y/N-interrogatives
did the person who dated her meet john ?,RS,Y/N-interrogatives
did the person who dated her meet my friend ?,RS,Y/N-interrogatives
did the person who dated her hate him ?,RS,Y/N-interrogatives
did the person who dated her hate john ?,RS,Y/N-interrogatives
did the person who dated her hate my friend ?,RS,Y/N-interrogatives
did the person who dated her look at him ?,RS,Y/N-interrogatives
did the person who dated her look at john ?,RS,Y/N-interrogatives
did the person who dated her look at my friend ?,RS,Y/N-interrogatives
did the person who dated mary see him ?,RS,Y/N-interrogatives
did the person who dated mary see john ?,RS,Y/N-interrogatives
did the person who dated mary see my friend ?,RS,Y/N-interrogatives
did the person who dated mary spot him ?,RS,Y/N-interrogatives
did the person who dated mary spot john ?,RS,Y/N-interrogatives
did the person who dated mary spot my friend ?,RS,Y/N-interrogatives
did the person who dated mary meet him ?,RS,Y/N-interrogatives
did the person who dated mary meet john ?,RS,Y/N-interrogatives
did the person who dated mary meet my friend ?,RS,Y/N-interrogatives
did the person who dated mary hate him ?,RS,Y/N-interrogatives
did the person who dated mary hate john ?,RS,Y/N-interrogatives
did the person who dated mary hate my friend ?,RS,Y/N-interrogatives
did the person who dated mary look at him ?,RS,Y/N-interrogatives
did the person who dated mary look at john ?,RS,Y/N-interrogatives
did the person who dated mary look at my friend ?,RS,Y/N-interrogatives
did the person who dated my sister see him ?,RS,Y/N-interrogatives
did the person who dated my sister see john ?,RS,Y/N-interrogatives
did the person who dated my sister see my friend ?,RS,Y/N-interrogatives
did the person who dated my sister spot him ?,RS,Y/N-interrogatives
did the person who dated my sister spot john ?,RS,Y/N-interrogatives
did the person who dated my sister spot my friend ?,RS,Y/N-interrogatives
did the person who dated my sister meet him ?,RS,Y/N-interrogatives
did the person who dated my sister meet john ?,RS,Y/N-interrogatives
did the person who dated my sister meet my friend ?,RS,Y/N-interrogatives
did the person who dated my sister hate him ?,RS,Y/N-interrogatives
did the person who dated my sister hate john ?,RS,Y/N-interrogatives
did the person who dated my sister hate my friend ?,RS,Y/N-interrogatives
did the person who dated my sister look at him ?,RS,Y/N-interrogatives
did the person who dated my sister look at john ?,RS,Y/N-interrogatives
did the person who dated my sister look at my friend ?,RS,Y/N-interrogatives
did the person who worked with her see him ?,RS,Y/N-interrogatives
did the person who worked with her see john ?,RS,Y/N-interrogatives
did the person who worked with her see my friend ?,RS,Y/N-interrogatives
did the person who worked with her spot him ?,RS,Y/N-interrogatives
did the person who worked with her spot john ?,RS,Y/N-interrogatives
did the person who worked with her spot my friend ?,RS,Y/N-interrogatives
did the person who worked with her meet him ?,RS,Y/N-interrogatives
did the person who worked with her meet john ?,RS,Y/N-interrogatives
did the person who worked with her meet my friend ?,RS,Y/N-interrogatives
did the person who worked with her hate him ?,RS,Y/N-interrogatives
did the person who worked with her hate john ?,RS,Y/N-interrogatives
did the person who worked with her hate my friend ?,RS,Y/N-interrogatives
did the person who worked with her look at him ?,RS,Y/N-interrogatives
did the person who worked with her look at john ?,RS,Y/N-interrogatives
did the person who worked with her look at my friend ?,RS,Y/N-interrogatives
did the person who worked with mary see him ?,RS,Y/N-interrogatives
did the person who worked with mary see john ?,RS,Y/N-interrogatives
did the person who worked with mary see my friend ?,RS,Y/N-interrogatives
did the person who worked with mary spot him ?,RS,Y/N-interrogatives
did the person who worked with mary spot john ?,RS,Y/N-interrogatives
did the person who worked with mary spot my friend ?,RS,Y/N-interrogatives
did the person who worked with mary meet him ?,RS,Y/N-interrogatives
did the person who worked with mary meet john ?,RS,Y/N-interrogatives
did the person who worked with mary meet my friend ?,RS,Y/N-interrogatives
did the person who worked with mary hate him ?,RS,Y/N-interrogatives
did the person who worked with mary hate john ?,RS,Y/N-interrogatives
did the person who worked with mary hate my friend ?,RS,Y/N-interrogatives
did the person who worked with mary look at him ?,RS,Y/N-interrogatives
did the person who worked with mary look at john ?,RS,Y/N-interrogatives
did the person who worked with mary look at my friend ?,RS,Y/N-interrogatives
did the person who worked with my sister see him ?,RS,Y/N-interrogatives
did the person who worked with my sister see john ?,RS,Y/N-interrogatives
did the person who worked with my sister see my friend ?,RS,Y/N-interrogatives
did the person who worked with my sister spot him ?,RS,Y/N-interrogatives
did the person who worked with my sister spot john ?,RS,Y/N-interrogatives
did the person who worked with my sister spot my friend ?,RS,Y/N-interrogatives
did the person who worked with my sister meet him ?,RS,Y/N-interrogatives
did the person who worked with my sister meet john ?,RS,Y/N-interrogatives
did the person who worked with my sister meet my friend ?,RS,Y/N-interrogatives
did the person who worked with my sister hate him ?,RS,Y/N-interrogatives
did the person who worked with my sister hate john ?,RS,Y/N-interrogatives
did the person who worked with my sister hate my friend ?,RS,Y/N-interrogatives
did the person who worked with my sister look at him ?,RS,Y/N-interrogatives
did the person who worked with my sister look at john ?,RS,Y/N-interrogatives
did the person who worked with my sister look at my friend ?,RS,Y/N-interrogatives
did the person who assisted her see him ?,RS,Y/N-interrogatives
did the person who assisted her see john ?,RS,Y/N-interrogatives
did the person who assisted her see my friend ?,RS,Y/N-interrogatives
did the person who assisted her spot him ?,RS,Y/N-interrogatives
did the person who assisted her spot john ?,RS,Y/N-interrogatives
did the person who assisted her spot my friend ?,RS,Y/N-interrogatives
did the person who assisted her meet him ?,RS,Y/N-interrogatives
did the person who assisted her meet john ?,RS,Y/N-interrogatives
did the person who assisted her meet my friend ?,RS,Y/N-interrogatives
did the person who assisted her hate him ?,RS,Y/N-interrogatives
did the person who assisted her hate john ?,RS,Y/N-interrogatives
did the person who assisted her hate my friend ?,RS,Y/N-interrogatives
did the person who assisted her look at him ?,RS,Y/N-interrogatives
did the person who assisted her look at john ?,RS,Y/N-interrogatives
did the person who assisted her look at my friend ?,RS,Y/N-interrogatives
did the person who assisted mary see him ?,RS,Y/N-interrogatives
did the person who assisted mary see john ?,RS,Y/N-interrogatives
did the person who assisted mary see my friend ?,RS,Y/N-interrogatives
did the person who assisted mary spot him ?,RS,Y/N-interrogatives
did the person who assisted mary spot john ?,RS,Y/N-interrogatives
did the person who assisted mary spot my friend ?,RS,Y/N-interrogatives
did the person who assisted mary meet him ?,RS,Y/N-interrogatives
did the person who assisted mary meet john ?,RS,Y/N-interrogatives
did the person who assisted mary meet my friend ?,RS,Y/N-interrogatives
did the person who assisted mary hate him ?,RS,Y/N-interrogatives
did the person who assisted mary hate john ?,RS,Y/N-interrogatives
did the person who assisted mary hate my friend ?,RS,Y/N-interrogatives
did the person who assisted mary look at him ?,RS,Y/N-interrogatives
did the person who assisted mary look at john ?,RS,Y/N-interrogatives
did the person who assisted mary look at my friend ?,RS,Y/N-interrogatives
did the person who assisted my sister see him ?,RS,Y/N-interrogatives
did the person who assisted my sister see john ?,RS,Y/N-interrogatives
did the person who assisted my sister see my friend ?,RS,Y/N-interrogatives
did the person who assisted my sister spot him ?,RS,Y/N-interrogatives
did the person who assisted my sister spot john ?,RS,Y/N-interrogatives
did the person who assisted my sister spot my friend ?,RS,Y/N-interrogatives
did the person who assisted my sister meet him ?,RS,Y/N-interrogatives
did the person who assisted my sister meet john ?,RS,Y/N-interrogatives
did the person who assisted my sister meet my friend ?,RS,Y/N-interrogatives
did the person who assisted my sister hate him ?,RS,Y/N-interrogatives
did the person who assisted my sister hate john ?,RS,Y/N-interrogatives
did the person who assisted my sister hate my friend ?,RS,Y/N-interrogatives
did the person who assisted my sister look at him ?,RS,Y/N-interrogatives
did the person who assisted my sister look at john ?,RS,Y/N-interrogatives
did the person who assisted my sister look at my friend ?,RS,Y/N-interrogatives
did the person who liked her see him ?,RS,Y/N-interrogatives
did the person who liked her see john ?,RS,Y/N-interrogatives
did the person who liked her see my friend ?,RS,Y/N-interrogatives
did the person who liked her spot him ?,RS,Y/N-interrogatives
did the person who liked her spot john ?,RS,Y/N-interrogatives
did the person who liked her spot my friend ?,RS,Y/N-interrogatives
did the person who liked her meet him ?,RS,Y/N-interrogatives
did the person who liked her meet john ?,RS,Y/N-interrogatives
did the person who liked her meet my friend ?,RS,Y/N-interrogatives
did the person who liked her hate him ?,RS,Y/N-interrogatives
did the person who liked her hate john ?,RS,Y/N-interrogatives
did the person who liked her hate my friend ?,RS,Y/N-interrogatives
did the person who liked her look at him ?,RS,Y/N-interrogatives
did the person who liked her look at john ?,RS,Y/N-interrogatives
did the person who liked her look at my friend ?,RS,Y/N-interrogatives
did the person who liked mary see him ?,RS,Y/N-interrogatives
did the person who liked mary see john ?,RS,Y/N-interrogatives
did the person who liked mary see my friend ?,RS,Y/N-interrogatives
did the person who liked mary spot him ?,RS,Y/N-interrogatives
did the person who liked mary spot john ?,RS,Y/N-interrogatives
did the person who liked mary spot my friend ?,RS,Y/N-interrogatives
did the person who liked mary meet him ?,RS,Y/N-interrogatives
did the person who liked mary meet john ?,RS,Y/N-interrogatives
did the person who liked mary meet my friend ?,RS,Y/N-interrogatives
did the person who liked mary hate him ?,RS,Y/N-interrogatives
did the person who liked mary hate john ?,RS,Y/N-interrogatives
did the person who liked mary hate my friend ?,RS,Y/N-interrogatives
did the person who liked mary look at him ?,RS,Y/N-interrogatives
did the person who liked mary look at john ?,RS,Y/N-interrogatives
did the person who liked mary look at my friend ?,RS,Y/N-interrogatives
did the person who liked my sister see him ?,RS,Y/N-interrogatives
did the person who liked my sister see john ?,RS,Y/N-interrogatives
did the person who liked my sister see my friend ?,RS,Y/N-interrogatives
did the person who liked my sister spot him ?,RS,Y/N-interrogatives
did the person who liked my sister spot john ?,RS,Y/N-interrogatives
did the person who liked my sister spot my friend ?,RS,Y/N-interrogatives
did the person who liked my sister meet him ?,RS,Y/N-interrogatives
did the person who liked my sister meet john ?,RS,Y/N-interrogatives
did the person who liked my sister meet my friend ?,RS,Y/N-interrogatives
did the person who liked my sister hate him ?,RS,Y/N-interrogatives
did the person who liked my sister hate john ?,RS,Y/N-interrogatives
did the person who liked my sister hate my friend ?,RS,Y/N-interrogatives
did the person who liked my sister look at him ?,RS,Y/N-interrogatives
did the person who liked my sister look at john ?,RS,Y/N-interrogatives
did the person who liked my sister look at my friend ?,RS,Y/N-interrogatives
the person that dated her saw him .,RS,Affirmatives
the person that dated her saw john .,RS,Affirmatives
the person that dated her saw my friend .,RS,Affirmatives
the person that dated her spotted him .,RS,Affirmatives
the person that dated her spotted john .,RS,Affirmatives
the person that dated her spotted my friend .,RS,Affirmatives
the person that dated her met him .,RS,Affirmatives
the person that dated her met john .,RS,Affirmatives
the person that dated her met my friend .,RS,Affirmatives
the person that dated her hated him .,RS,Affirmatives
the person that dated her hated john .,RS,Affirmatives
the person that dated her hated my friend .,RS,Affirmatives
the person that dated her looked at him .,RS,Affirmatives
the person that dated her looked at john .,RS,Affirmatives
the person that dated her looked at my friend .,RS,Affirmatives
the person that dated mary saw him .,RS,Affirmatives
the person that dated mary saw john .,RS,Affirmatives
the person that dated mary saw my friend .,RS,Affirmatives
the person that dated mary spotted him .,RS,Affirmatives
the person that dated mary spotted john .,RS,Affirmatives
the person that dated mary spotted my friend .,RS,Affirmatives
the person that dated mary met him .,RS,Affirmatives
the person that dated mary met john .,RS,Affirmatives
the person that dated mary met my friend .,RS,Affirmatives
the person that dated mary hated him .,RS,Affirmatives
the person that dated mary hated john .,RS,Affirmatives
the person that dated mary hated my friend .,RS,Affirmatives
the person that dated mary looked at him .,RS,Affirmatives
the person that dated mary looked at john .,RS,Affirmatives
the person that dated mary looked at my friend .,RS,Affirmatives
the person that dated my sister saw him .,RS,Affirmatives
the person that dated my sister saw john .,RS,Affirmatives
the person that dated my sister saw my friend .,RS,Affirmatives
the person that dated my sister spotted him .,RS,Affirmatives
the person that dated my sister spotted john .,RS,Affirmatives
the person that dated my sister spotted my friend .,RS,Affirmatives
the person that dated my sister met him .,RS,Affirmatives
the person that dated my sister met john .,RS,Affirmatives
the person that dated my sister met my friend .,RS,Affirmatives
the person that dated my sister hated him .,RS,Affirmatives
the person that dated my sister hated john .,RS,Affirmatives
the person that dated my sister hated my friend .,RS,Affirmatives
the person that dated my sister looked at him .,RS,Affirmatives
the person that dated my sister looked at john .,RS,Affirmatives
the person that dated my sister looked at my friend .,RS,Affirmatives
the person that worked with her saw him .,RS,Affirmatives
the person that worked with her saw john .,RS,Affirmatives
the person that worked with her saw my friend .,RS,Affirmatives
the person that worked with her spotted him .,RS,Affirmatives
the person that worked with her spotted john .,RS,Affirmatives
the person that worked with her spotted my friend .,RS,Affirmatives
the person that worked with her met him .,RS,Affirmatives
the person that worked with her met john .,RS,Affirmatives
the person that worked with her met my friend .,RS,Affirmatives
the person that worked with her hated him .,RS,Affirmatives
the person that worked with her hated john .,RS,Affirmatives
the person that worked with her hated my friend .,RS,Affirmatives
the person that worked with her looked at him .,RS,Affirmatives
the person that worked with her looked at john .,RS,Affirmatives
the person that worked with her looked at my friend .,RS,Affirmatives
the person that worked with mary saw him .,RS,Affirmatives
the person that worked with mary saw john .,RS,Affirmatives
the person that worked with mary saw my friend .,RS,Affirmatives
the person that worked with mary spotted him .,RS,Affirmatives
the person that worked with mary spotted john .,RS,Affirmatives
the person that worked with mary spotted my friend .,RS,Affirmatives
the person that worked with mary met him .,RS,Affirmatives
the person that worked with mary met john .,RS,Affirmatives
the person that worked with mary met my friend .,RS,Affirmatives
the person that worked with mary hated him .,RS,Affirmatives
the person that worked with mary hated john .,RS,Affirmatives
the person that worked with mary hated my friend .,RS,Affirmatives
the person that worked with mary looked at him .,RS,Affirmatives
the person that worked with mary looked at john .,RS,Affirmatives
the person that worked with mary looked at my friend .,RS,Affirmatives
the person that worked with my sister saw him .,RS,Affirmatives
the person that worked with my sister saw john .,RS,Affirmatives
the person that worked with my sister saw my friend .,RS,Affirmatives
the person that worked with my sister spotted him .,RS,Affirmatives
the person that worked with my sister spotted john .,RS,Affirmatives
the person that worked with my sister spotted my friend .,RS,Affirmatives
the person that worked with my sister met him .,RS,Affirmatives
the person that worked with my sister met john .,RS,Affirmatives
the person that worked with my sister met my friend .,RS,Affirmatives
the person that worked with my sister hated him .,RS,Affirmatives
the person that worked with my sister hated john .,RS,Affirmatives
the person that worked with my sister hated my friend .,RS,Affirmatives
the person that worked with my sister looked at him .,RS,Affirmatives
the person that worked with my sister looked at john .,RS,Affirmatives
the person that worked with my sister looked at my friend .,RS,Affirmatives
the person that assisted her saw him .,RS,Affirmatives
